Ticker,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,AMD,AMD,AMD,AMD,AMD,NVDA,NVDA,NVDA,NVDA,NVDA,QCOM,QCOM,QCOM,QCOM,QCOM,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,TSLA,TSLA,TSLA,TSLA,TSLA,MSFT,MSFT,MSFT,MSFT,MSFT,INTC,INTC,INTC,INTC,INTC
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-03,546.219970703125,552.5599975585938,530.2999877929688,531.6199951171875,34777500,183.0,184.1300048828125,176.9199981689453,178.41000366210938,95553600,205.27081771109022,207.2182761783418,200.9864426085102,202.9239044189453,103419000,97.79000091552734,99.44999694824219,93.63999938964844,93.80000305175781,50472500,103.51000213623047,105.62999725341797,101.5999984741211,101.80000305175781,338769400,147.0,147.39999389648438,138.55999755859375,139.4199981689453,16465000,151.11000061035156,152.77999877929688,150.38999938964844,150.72000122070312,46883400,265.2900085449219,276.29998779296875,261.510009765625,267.2799987792969,136174300,374.10321411915555,376.788287190408,368.67318036225987,372.42626953125,30198000,21.399999618530273,23.899999618530273,20.860000610351562,22.43000030517578,242972100
2025-04-04,506.6199951171875,518.0,494.20001220703125,504.7300109863281,38589800,167.14999389648438,178.13999938964844,166.0,171.0,123159400,193.6360793511012,199.61824028069563,187.09465424061224,188.13330078125,125910900,90.0999984741211,91.08000183105469,83.66999816894531,85.76000213623047,65847000,98.91000366210938,100.12999725341797,92.11000061035156,94.30999755859375,532273800,134.33999633789062,135.86000061035156,126.68000030517578,127.45999908447266,19018600,148.00999450683594,151.07000732421875,145.3800048828125,145.60000610351562,62259500,255.3800048828125,261.0,236.0,239.42999267578125,181229400,363.4627502923482,373.9035742050073,358.8212773354498,359.18060302734375,49209900,21.700000762939453,22.200000762939453,19.700000762939453,19.850000381469727,175014700
2025-04-07,485.1000061035156,539.3699951171875,481.8999938964844,516.25,36606100,162.0,183.41000366210938,161.3800048828125,175.25999450683594,109327100,176.967935484531,193.89573468350994,174.39131242893686,181.2223663330078,160466300,80.68000030517578,89.0,77.75,83.63999938964844,70515400,87.45999908447266,101.75,86.62000274658203,97.63999938964844,611041300,124.58999633789062,137.1999969482422,120.80000305175781,129.72000122070312,17938300,141.5500030517578,152.85000610351562,140.52999877929688,146.75,76794100,223.77999877929688,252.0,214.25,233.2899932861328,183453800,350.2370336524557,370.32015981776436,344.1581969485817,357.2042236328125,50425000,19.139999389648438,20.670000076293945,18.559999465942383,19.56999969482422,142491200
2025-04-08,543.25,547.4299926757812,502.8599853515625,510.45001220703125,28034200,185.22999572753906,185.89999389648438,168.57000732421875,170.66000366210938,87710400,186.4554964395268,190.09072892121037,168.9884109270566,172.19419860839844,120859500,86.1500015258789,88.93000030517578,76.4800033569336,78.20999908447266,69910200,103.80999755859375,105.8499984741211,94.45999908447266,96.30000305175781,476243400,131.1300048828125,135.2899932861328,121.73999786376953,124.66000366210938,14965900,151.22000122070312,152.24000549316406,143.02999877929688,144.6999969482422,52200200,245.0,250.44000244140625,217.8000030517578,221.86000061035156,171603500,367.585185716996,372.9652928837084,349.6081786868937,353.9102783203125,35868900,20.059999465942383,20.389999389648438,17.670000076293945,18.1299991607666,163982700
2025-04-09,509.2699890136719,587.8900146484375,502.1099853515625,585.77001953125,39216600,172.1199951171875,192.64999389648438,169.92999267578125,191.10000610351562,116804300,171.72480450043201,200.3472738997123,171.6648855169899,198.58958435058594,184395900,79.22000122070312,97.91000366210938,78.87000274658203,96.83999633789062,97827400,98.88999938964844,115.0999984741211,97.52999877929688,114.33000183105469,612918300,125.16000366210938,144.86000061035156,124.19000244140625,143.58999633789062,21242600,144.4199981689453,159.5500030517578,143.91000366210938,158.7100067138672,70406200,224.69000244140625,274.69000244140625,223.8800048828125,272.20001220703125,219433400,352.8921435234206,392.50941370351666,352.45294739016697,389.7744140625,50199700,18.06999969482422,21.729999542236328,17.979999542236328,21.530000686645508,224183500
2025-04-10,575.489990234375,581.2999877929688,535.2999877929688,546.2899780273438,28173500,185.44000244140625,186.8699951171875,175.85000610351562,181.22000122070312,68302000,188.82240088513313,194.52491452460524,182.76034285398336,190.17062377929688,121880000,91.0,92.94999694824219,85.05999755859375,88.69999694824219,65210600,109.37000274658203,110.86000061035156,99.1500015258789,107.56999969482422,437812400,137.00999450683594,139.05999755859375,129.2899932861328,134.39999389648438,14898800,156.5399932861328,157.72000122070312,149.92999267578125,152.82000732421875,48022000,260.0,262.489990234375,239.3300018310547,252.39999389648438,181722600,381.3598744812396,383.19649903483815,367.12599611378243,380.65118408203125,38024400,20.68000030517578,20.81999969482422,19.15999984741211,19.8799991607666,129064900
2025-04-11,535.510009765625,547.4000244140625,528.5900268554688,543.5700073242188,17642300,179.92999267578125,185.86000061035156,178.0,184.8699951171875,50594300,185.856281088865,199.27866665425725,185.81632494094944,197.89048767089844,87435900,90.51000213623047,94.76000213623047,90.5,93.4000015258789,57892600,108.5,111.55000305175781,107.4800033569336,110.93000030517578,313417300,134.0,140.64999389648438,131.11000061035156,139.25,10955300,152.89999389648438,157.6699981689453,152.82000732421875,157.13999938964844,33636200,251.83999633789062,257.739990234375,241.36000061035156,252.30999755859375,128948100,379.9425037151649,389.3352333779351,378.19571053548395,387.7381896972656,23839200,19.25,19.799999237060547,18.18000030517578,19.739999771118164,128425800
2025-04-14,556.1699829101562,557.77001953125,528.280029296875,531.47998046875,14130900,186.83999633789062,187.44000244140625,179.22999572753906,182.1199951171875,48002500,211.1630921847052,212.6611277249045,200.8965565016436,202.25477600097656,101352900,97.11000061035156,97.37000274658203,93.44999694824219,94.5,36003000,114.11000061035156,114.29000091552734,109.06999969482422,110.70999908447266,264705000,142.75,143.11000061035156,136.8300018310547,139.19000244140625,6930300,160.0,161.72000122070312,157.55999755859375,159.07000732421875,30333000,258.3599853515625,261.79998779296875,245.92999267578125,252.35000610351562,100135200,392.4994245329486,393.92679674338564,383.5059256339463,387.0993347167969,19251200,20.59000015258789,21.049999237060547,19.979999542236328,20.309999465942383,101964400
